,Company Name,Location,Industry,Produktbeschreibung,Vertriebserfolge,Mitbewerber-Analyse,Beschreibung der Marktsituation,Durchgeführte Marktanalyse,Zielbranchen,Sales-Channel,Vertriebsaktivitäten,Team Members,Finanzierungs-Summe,Phase,Art der Finanzierung,Finanzierungsziel,Business Type,Looking for Investment
852,Tal Medical,Boston,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologie,N/A,Nein,"Andrew Miller, Jan Skvarka, Atul Pande",14.700.000 USD,N/A,Series A,N/A,N/A,N/A
853,takokat,Pasadena,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMarketing & PRMobilfunkbrancheVertrieb & MarketingSoftwareReisen & Tourismus,N/A,Nein,"Josie Mora, Kevin Kelly, April Ruaburo, Ian Jardiolin, Charles Murray, Kai Lam",350.000 USD,N/A,Seed,N/A,N/A,N/A
854,TAKO,Tel Aviv,Mobilfunkbranche,N/A,N/A,N/A,Keine Angabe,Nein,MobilfunkbranchePlattformenSoftware,N/A,Nein,Joseph Benraz,N/A,N/A,Seed,N/A,N/A,N/A
855,Takealot Online (Pty) Ltd.,Cape Town,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,"Handel & EinkaufVerkehr, Transport & Logistik + Automobil",N/A,Nein,"Kim Reid, Gary Altini, Karl Wehner, Willem Van Biljon, Zyla de Bruyn, Jacques van Niekerk, Duncan Phillips, Richard Wooding, Declan Hollywood, Karen von Wielligh, David Turner, Quiran Storey",231.128.725 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
856,Takas Pvt Ltd,Colombo,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaHandel & EinkaufUnterhaltungselektronikHardware,N/A,Nein,"Rajan Anandan, Kalinga Athulathmudali, Lahiru Pathmalal, Murtaza Moosajee, Prajeeth Balasubramaniam",2.389.500 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
857,Tajitsu Industries,Gothenburg,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITForschung & EntwicklungKünstliche IntelligenzDaten & AnalytikMobilfunkbrancheVertrieb & MarketingSoftware,N/A,Nein,"Nils Svangård, Per Stenman, John Viklund",1.300.000 USD,N/A,Seed,N/A,N/A,N/A
858,Taiyizhishang,Hangzhou,"Dienstleistung, Beratung + Recht & Steuern",N/A,N/A,N/A,Keine Angabe,Nein,"Dienstleistung, Beratung + Recht & SteuernVertrieb & Marketing",N/A,Nein,,30.000.000 CNY,N/A,Series B,N/A,N/A,N/A
859,Taivex Mhealth,Xuhui,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesBanken & Finanzen + Versicherung,N/A,Nein,,33.000.000 CNY,N/A,Series B,N/A,N/A,N/A
860,Taitori,Helsinki,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,"EDV & ITDienstleistung, Beratung + Recht & SteuernSoftware",N/A,Nein,Marko Lattu,600.000 EUR,N/A,Seed,N/A,N/A,N/A
861,"BRIDESVIEW, INC.",Oklahoma City,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMarketing & PRMedien & VerlagswesenDaten & AnalytikVertrieb & MarketingSoftware,N/A,Nein,"Beth Ferreira, Scott Meacham, William Lee, Brett Paden, Daniel Maloney, Alex Topiler, Will Washburn, Melissa Megginson, Jian Wu, Yesh Yendamuri",1.000.000 USD,N/A,Series B,N/A,N/A,N/A
862,Tailored Games,Marina Del Rey,Gaming,N/A,N/A,N/A,Keine Angabe,Nein,GamingSport & Unterhaltung,N/A,Nein,Scott Schlichter,250.000 USD,N/A,Seed,N/A,N/A,N/A
863,Tailored,Mountain View,Textil & Mode,N/A,N/A,N/A,Keine Angabe,Nein,Textil & ModeGemeinschaft & LifestyleDesignEvents & Veranstaltungen,N/A,Nein,"Aaron Hall, Sara Morgan",500.000 USD,N/A,Seed,N/A,N/A,N/A
864,Taihe Entertainment Group,Beijing,Video,N/A,N/A,N/A,Keine Angabe,Nein,Video,N/A,Nein,"Wei Wang, Shimu Qian",10.000.000 CNY,N/A,Series A,N/A,N/A,N/A
865,Tahzoo,Washington,Marketing & PR,N/A,N/A,N/A,Keine Angabe,Nein,"Marketing & PRDienstleistung, Beratung + Recht & SteuernVertrieb & Marketing",N/A,Nein,"Brad Heidemann, Gabrielle Macy, David Sterenberg, John Kottcamp, Egbert Hendriks, Natalie Dodson, Aaron Suppel",1.150.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
866,Tahadikom store,Riyadh,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & EinkaufSport & Unterhaltung,N/A,Nein,,10.000 USD,N/A,Seed,N/A,N/A,N/A
867,Tagtoo,Taipei,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaMarketing & PRHandel & EinkaufVertrieb & MarketingSoftware,N/A,Nein,Teddy Yang,N/A,N/A,Series A,N/A,N/A,N/A
868,TagTagCity,Brussels,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMobilfunkbrancheReisen & Tourismus,N/A,Nein,"Marc Wesselink, Thomas Depuydt, Geoffroy Simon, Stijn Vander Plaetse, Olivier Poulaert, Maxime Dewelle",1.730.000 EUR,N/A,Venture - Series Unknown,N/A,N/A,N/A
869,TagSeats,Columbia,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaEvents & VeranstaltungenSport & Unterhaltung,N/A,Nein,"Brenden Mulligan, Jack Dietrich, John McAliley, Jay McAliley, James Sack, Brandon Lucas",N/A,N/A,Seed,N/A,N/A,N/A
870,Tagore Technology,Arlington Heights,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungUnterhaltungselektronikHardware,N/A,Nein,"Amitava Das, Manish Shah, Oleg Khaykin, Andrew Kau, Klaus Buehring",12.689.997 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
871,Tagoodies,Sutton Saint James,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaHandel & EinkaufMedien & VerlagswesenDaten & AnalytikMobilfunkbrancheNavigation & KartografieVertrieb & MarketingVideo,N/A,Nein,"Marek Miesiac, Maciej Markiewicz",158.000 USD,N/A,Seed,N/A,N/A,N/A
872,Taggo,Singapore,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITVertrieb & MarketingSoftware,N/A,Nein,"Aneace Haddad, Aaron Koh, Rob Roach",N/A,N/A,Series A,N/A,N/A,N/A
873,"Taggle, CA Corporation",Los Angeles,Textil & Mode,N/A,N/A,N/A,Keine Angabe,Nein,Textil & ModeHandel & EinkaufDesign,N/A,Nein,"Josh Wei, Chris Del Guercio, Jason Wei, Sarah Bernosky, Connor Eichten",500.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
874,Taggify,Buenos Aires,Marketing & PR,N/A,N/A,N/A,Keine Angabe,Nein,Marketing & PRVertrieb & Marketing,N/A,Nein,"Gustavo bessone, Miklos Grof, Raimundo Cerda, Anton Kostylev, Sebastian Vaggi, Julio Chamizo, Derek O'Neil",1.040.000 USD,N/A,Series A,N/A,N/A,N/A
875,Taggalo,Milano,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & IT,N/A,Nein,"Alfredo Armanini, Mattia Daldoss",N/A,N/A,Seed,N/A,N/A,N/A
876,Tagbrand,Novosibirsk,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMobilfunkbranchePlattformenVertrieb & MarketingSoftware,N/A,Nein,"Ivan Olenchenko, Alexander Kobozev",600.000 USD,N/A,Seed,N/A,N/A,N/A
877,"Tagasauris, Inc.",New York,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMedien & VerlagswesenSoftwareVideo,N/A,Nein,"Brian Smiga, Panos Ipeirotis, Todd Carter, Apri Mardirossian, Sharon Middendorf, Michal Klujszo",3.284.407 USD,N/A,Seed,N/A,N/A,N/A
878,Tag&See,Issy-les-moulineaux,Medien & Verlagswesen,N/A,N/A,N/A,Keine Angabe,Nein,Medien & VerlagswesenDaten & AnalytikVertrieb & Marketing,N/A,Nein,Wilhem Pujar,200.000 USD,N/A,Seed,N/A,N/A,N/A
879,Taegeuk Reseach,Seoul,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,Bildung,N/A,Nein,,N/A,N/A,Seed,N/A,N/A,N/A
880,Tadreesna,Amman,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungGemeinschaft & Lifestyle,N/A,Nein,Noura Sa'd,N/A,N/A,Seed,N/A,N/A,N/A
881,Tadpoles,Philadelphia,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesMobilfunkbrancheVideo,N/A,Nein,"Andy Monroe, Bill McHugh, Randy Saari",50.000 USD,N/A,Seed,N/A,N/A,N/A
882,TADA,Jakarta,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITHandel & EinkaufBanken & Finanzen + VersicherungZahlungenVertrieb & MarketingSoftware,N/A,Nein,"Antonius Taufan, Hans de Back, Irman Putera",N/A,N/A,Series B,N/A,N/A,N/A
883,Tactus GBR,Warrington,Mobilfunkbranche,N/A,N/A,N/A,Keine Angabe,Nein,Mobilfunkbranche,N/A,Nein,Scott Brenchley,890.000 GBP,N/A,Venture - Series Unknown,N/A,N/A,N/A
884,Tactual Labs Co,New York,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungUnterhaltungselektronikDesignHardwareSoftware,N/A,Nein,Steven Sanders,4.500.048 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
885,TactoTek Oy,Oulu,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,"Internet & MultimediaUnterhaltungselektronikDesignHardwareSoftwareVerkehr, Transport & Logistik + Automobil",N/A,Nein,"Kari-Pekka “KP” Wilska, Leslie Chard, Jussi Harvela, Antti Keränen, Rik Thorbecke, Shinichi Okamoto, David Rice, Lon Tan, Juhani Harvela, Sami Hyyrylainen, Harri Kapanen",70.196.211 USD,N/A,Series C,N/A,N/A,N/A
886,SyCara Local,Scottsdale,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMarketing & PRVertrieb & Marketing,N/A,Nein,"David Holthe, Dylan Downhill, Dan Boberg, Fionn Downhill, Bryan Ehrenfreund, Jen Dorre",201.400 USD,N/A,Seed,N/A,N/A,N/A
887,Sycamore Aviation Ltd,Darlington,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungNachhaltigkeit,N/A,Nein,,750.000 GBP,N/A,Venture - Series Unknown,N/A,N/A,N/A
888,Sybenetix,London,Daten & Analytik,N/A,N/A,N/A,Keine Angabe,Nein,Daten & AnalytikBanken & Finanzen + VersicherungSoftware,N/A,Nein,"Abdul Guefor, Jan-Maarten Mulder, Fidel Manolopoulos, Myroslav Vus, Wendy Jephson, Taras Chaban, Mark Hunt, Paul Young, Victoria Raffe",N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
889,Swyft Media,New York,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaMarketing & PRTelekommunikationMobilfunkbrancheVertrieb & Marketing,N/A,Nein,"Wally Wang, Evan Wray, Stu Harvey, Sean O'Brien, Aaron Benor, Grant Long, Grant Long",1.000.000 USD,N/A,Seed,N/A,N/A,N/A
890,"Nexercise, Inc.",Bethesda,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesMobilfunkbrancheSport & Unterhaltung,N/A,Nein,"Benjamin Young, Gregory Coleman, Olubunmi ""Boomie"" Odumade, Ryan Hanna, W. Dana Nuon, Shauna Rooke-Meyer",2.428.558 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
891,Sword.com,New York,Events & Veranstaltungen,N/A,N/A,N/A,Keine Angabe,Nein,Events & VeranstaltungenVertrieb & MarketingSport & Unterhaltung,N/A,Nein,,1.000.000 USD,N/A,Seed,N/A,N/A,N/A
892,SwoopTalent,Oakland,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,"EDV & ITInternet & MultimediaVerwaltungsdienstleistungenKünstliche IntelligenzDaten & AnalytikDesignDienstleistung, Beratung + Recht & SteuernSoftware",N/A,Nein,"Naghi Prasad, Adam Quinton, Satish Sallakonda, Stacy Chapman, Audrey Bilsborrow",125.000 USD,N/A,Seed,N/A,N/A,N/A
893,"Swoop.com, Inc.",Cambridge,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesKünstliche IntelligenzDaten & AnalytikSoftware,N/A,Nein,"John Hadl, Simeon Simeonov, Aaron Tyler, John Seaner, Ron Elwell, Edward Kozek, Christopher Gillett, Cindy Smith",13.400.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
894,Sourceable Limited,London,Handel & Konsum,N/A,N/A,N/A,Keine Angabe,Nein,Handel & KonsumHandel & EinkaufGemeinschaft & Lifestyle,N/A,Nein,"Brian Harrison, Chris Corbishley, Debbie Williamson, Ciaran Rooney, Tom Chalet, Adam Woodhouse",28.073.954 USD,N/A,Series B,N/A,N/A,N/A
895,"Weathergram, Inc.",Portland,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungInternet & MultimediaGemeinschaft & Lifestyle,N/A,Nein,"Noah Pepper, Mara Zepeda, Sean Lerner, Jessica Hische",1.653.686 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
896,Switchable Solutions,Kingston,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungProduktionNachhaltigkeit,N/A,Nein,,N/A,N/A,Seed,N/A,N/A,N/A
897,Switch Automation Inc.,Denver,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITBau und GebäudetechnikInternet & MultimediaDaten & AnalytikSoftwareNachhaltigkeit,N/A,Nein,"Ravi Belani, Deb Noller, Meghan Saylor, Terry Hayashiguchi, John Darlington, Aaron Lapsley, Peter Rake, Suellen Thompson, Chris McGowen, Anne Temme, Kristy Bayley, Bevan Towning, Dennis Krieger, Yvonne Everett, Denise Rushing, Jason Cooper",11.835.000 USD,N/A,Series A,N/A,N/A,N/A
898,SWISSto12,Renens,Unterhaltungselektronik,N/A,N/A,N/A,Keine Angabe,Nein,UnterhaltungselektronikHardwareProduktionSoftware,N/A,Nein,"Philipp Thurn und Taxis, Luca Cirafici, Roland Loos, Emile Rijk, Nadia Rossi, Jean-Marie Jacquet",19.162.873 USD,N/A,Series B,N/A,N/A,N/A
899,SwissLitho,Zürich,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungProduktion,N/A,Nein,"Felix Holzner, Philip Paul",230.000 CHF,N/A,Pre-Seed,N/A,N/A,N/A
900,SwissLeg,Lugano,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesKünstliche IntelligenzDaten & AnalytikProduktionSoftware,N/A,Nein,,150.000 CHF,N/A,Pre-Seed,N/A,N/A,N/A
901,Swiss Clinic,Stockholm,Handel & Konsum,N/A,N/A,N/A,Keine Angabe,Nein,Handel & KonsumTextil & ModeHandel & EinkaufGemeinschaft & LifestyleDesignProduktion,N/A,Nein,"Sebastian Gordon, Fredrik Kristensson",20.000.000 SEK,N/A,Venture - Series Unknown,N/A,N/A,N/A
902,Swirl Networks Inc,Boston,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaHandel & EinkaufDaten & AnalytikMobilfunkbrancheNavigation & KartografieSoftware,N/A,Nein,"Ronald Fisher, Hilmi Ozguc, Nilanjana Bhowmik, Scott English, Niall Fitzpatrick, Mark Marinacci, Gretchen Fleming, Adrian Tompsett, Tom Middleton, Rajdeep Kaur, Orin Morris, Rob Murphy, Todd Boes, John Sharry",32.000.000 USD,N/A,Series C,N/A,N/A,N/A
903,Swipp,Mountain View,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaDaten & Analytik,N/A,Nein,"Frederik Hermann, Don Thorson, Christopher Carfi, Ramani Narayan, Kristie Wells, Greg Ennis, Charlie Costantini",8.500.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
904,"SwipeSense, Inc.",Chicago,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITGesundheitswesen & SozialesInternet & MultimediaDaten & AnalytikNavigation & KartografieSoftware,N/A,Nein,"Lior Susan, Imran Ahmad, Mert Iseri, Yuri Malina, Binoy Bhansali, Randall Crowder, Michael Cruz, Stephen Woolverton, Kerry Byler, Katy De Leon, Bill Moffitt, Jori Hardman",26.980.004 USD,N/A,Series B,N/A,N/A,N/A
905,Swipe Telecom,Pune,Unterhaltungselektronik,N/A,N/A,N/A,Keine Angabe,Nein,UnterhaltungselektronikHardwareProduktion,N/A,Nein,Shripal Gandhi,4.976.700 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
906,Swipe Tech Limited.,London,Telekommunikation,N/A,N/A,N/A,Keine Angabe,Nein,TelekommunikationSoftware,N/A,Nein,"Horia Cernusca, Håkon Eide",1.000.000 USD,N/A,Seed,N/A,N/A,N/A
907,Swip.Work,Zagreb,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,"Internet & MultimediaVerwaltungsdienstleistungenAppsDienstleistung, Beratung + Recht & SteuernSoftware",N/A,Nein,"Emina Basic, Edi Sinovcic",50.000 EUR,N/A,Seed,N/A,N/A,N/A
908,BACK9BEVERAGES LLC,Newport,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesLebensmittel & GetränkeSport & Unterhaltung,N/A,Nein,,1.610.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
909,SwimTopia,Austin,Software,N/A,N/A,N/A,Keine Angabe,Nein,SoftwareSport & Unterhaltung,N/A,Nein,"Joshua Baer, Marc Smookler, Gordon Daugherty, Bryan Jones, Nathan Jones, Elli Overton, Mason Hale",N/A,N/A,Seed,N/A,N/A,N/A
910,Swimsol,Vienna,Energie & Umwelt,N/A,N/A,N/A,Keine Angabe,Nein,Energie & UmweltNatürliche RessourcenNachhaltigkeit,N/A,Nein,"Wolfgang Putschek, Martin Putschek",N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
911,SwimCount,Copenhagen,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologie,N/A,Nein,Nicolaj Nielsen,N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
912,"Swiftype, Inc.",San Francisco,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaVerwaltungsdienstleistungenHandel & EinkaufVertrieb & MarketingSoftware,N/A,Nein,"Jon Sakoda, Matt Riley, Darcey Harrison, Quin Hoxie, Mike McGuinness, Praveena Khatri, Alec Wilson, Tarik Bennett",22.200.000 USD,N/A,Series B,N/A,N/A,N/A
913,SwiftStack Inc.,San Francisco,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaHardwareSoftware,N/A,Nein,"Navin Chaddha, Mackey Craven, Ryan Floyd, Jay Kidd, David Roberson, Dan Demmer, Orion Auld, Joe Arnold, Anders Tjernlund, Daniel Demmer, Darrell Bishop, Bert Condensa, Don Jaworski, Mario Blandini, Erik Pounds, Clay Gerrard, John Dickinson, Frank Lee, Randall Jackson",23.600.000 USD,N/A,Series B,N/A,N/A,N/A
914,SwiftServe,Singapore,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITHardware,N/A,Nein,Adam Twiss,N/A,N/A,Series A,N/A,N/A,N/A
915,swiftQueue,Dublin,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITGesundheitswesen & SozialesMobilfunkbranche,N/A,Nein,"Brendan Casey, Declan Donohoe",630.000 EUR,N/A,Seed,N/A,N/A,N/A
916,SwiftPayMD by Iconic Data,Norcross,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITGesundheitswesen & SozialesDaten & AnalytikMobilfunkbrancheSoftware,N/A,Nein,"David LaBorde, Jason Faulk, Elliott Holland",N/A,N/A,Seed,N/A,N/A,N/A
917,Swifto Inc,Manhattan,Gemeinschaft & Lifestyle,N/A,N/A,N/A,Keine Angabe,Nein,Gemeinschaft & LifestyleHardwareNavigation & Kartografie,N/A,Nein,"Penina First, Iftach Orr, Paz Aricha, Lior Kesos, Azriel Berger, Ron Cohen, Yoni Teitz, Raffe Gold, Larissa Vila, Yonathan Ellman, Elad Nehorai, Ceilidh McGarth, Ehud Shachak, Michal Segal",2.500.000 USD,N/A,Series A,N/A,N/A,N/A
918,SwiftIQ,Chicago,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaKünstliche IntelligenzDaten & AnalytikSoftware,N/A,Nein,"Greg Murtagh, Shane Selig, Jason Lobel, Marshall Gibbs, Leul Bezane, Alex Harvey, Massimo Ilario, Bill Bishop, Marcello La Rocca, Kevin Poulsen, David Purdy, Jasmine Yu, Jessica Teji, stacy klimkowski, Angela Flatland",N/A,N/A,Series A,N/A,N/A,N/A
919,Swift Shift Inc.,New York,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,"Gesundheitswesen & SozialesDienstleistung, Beratung + Recht & Steuern",N/A,Nein,"Dan Sandhu, Oren Ariel, Ash Puri, Nic Poulos, Assaf Shalvi, Tamar Frumkin, Alejandro Antonini, Nir Ozeri, David Mulhall-Brown, Frederick Constantineau, Gaurav Katyal, Amy Nelson, Gilad Khen, Andy Sims, Derek Frer, Michelle Kellermann, Simon Murdoch, Michael Brown, nir manor, Chris Lazarte, Michael Fox",10.400.000 USD,N/A,Series A,N/A,N/A,N/A
920,"Swift Navigation, Inc.",San Francisco,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,"Forschung & EntwicklungHandel & KonsumUnterhaltungselektronikHardwareNavigation & KartografieSoftwareVerkehr, Transport & Logistik + Automobil",N/A,Nein,"JoeBen Bevirt, Lior Susan, Fergus Noble, Timothy Harris, Seth Winterroth, Patrick Eggen, Gareth Keane, Colin Beighley, Perry Wu, Michael Horne, Rob Hranac, Diana Schlosser, Anthony Cole, Jane Perera, Joel Gibson, Anil Goparaju, Chris Rust, Diana Helfrich",98.800.000 USD,N/A,Series B,N/A,N/A,N/A
921,"Swift Biosciences, Inc.",Ann Arbor,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologie,N/A,Nein,"Dan Watkins, Peter Kleinhenz, David Olson, Dan Kidle, Timothy Harkins, Haley Fiske, Vladimir Makarov, Mark Lewis",31.199.999 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
922,"SwervePay, LLC",Chicago,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesBanken & Finanzen + VersicherungZahlungen,N/A,Nein,"Jaeme Adams, Brad Bialas, Bill Martin, Chris Hamilton, Chad DeKing",11.600.000 USD,N/A,Series B,N/A,N/A,N/A
923,Sweratel AB,Jönköping,Hardware,N/A,N/A,N/A,Keine Angabe,Nein,HardwareMobilfunkbranche,N/A,Nein,"Mohammed Fahd, Martin Bergstrom, Majeed Mohammed",N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
924,Sweetspot Data Solutions Inc,New York,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITDaten & AnalytikVertrieb & MarketingSoftware,N/A,Nein,Sergio Maldonado,1.000.000 EUR,N/A,Venture - Series Unknown,N/A,N/A,N/A
925,Sweet Sense Inc.,Portland,Energie & Umwelt,N/A,N/A,N/A,Keine Angabe,Nein,"Energie & UmweltForschung & EntwicklungNatürliche RessourcenDienstleistung, Beratung + Recht & SteuernNachhaltigkeit",N/A,Nein,"Evan A. Thomas, Chris Ulum, Ron Garan",1.584.141 USD,N/A,Seed,N/A,N/A,N/A
926,Synapticon GmbH,Schönaich,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungHardwareProduktionSoftware,N/A,Nein,"Rigbert Fischer, Till Reuter, Nikolai Ensslen, Andrija Feher, Simon Fischinger, Lucille Bonnet, Martin Schwarz, Elie Belbel, Oshra Rodav",21.500.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
927,Synapsify,Bethesda,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungInternet & MultimediaMarketing & PRKünstliche IntelligenzMedien & VerlagswesenDaten & AnalytikSoftware,N/A,Nein,"Rob Painter, Stephen Candelmo, Lawrence Au, Eric Forst",1.450.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
928,SynapDx,Lexington,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & Soziales,N/A,Nein,"Bill Geary, Andrew Conrad, Stanley Lapidus, Stan Lapidus, Theresa Tribble, Graham Gardner, Robert Carpenter, Thomas Mac Mahon, Jeffery Luber, Bobbi Rathmell, Carla Sivak",32.400.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
929,SyMynd,Fremont,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungHandel & EinkaufMedien & Verlagswesen,N/A,Nein,"Nitin Kumar, Anand Anand",N/A,N/A,Seed,N/A,N/A,N/A
930,Symvato,St Louis,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITGesundheitswesen & SozialesSoftware,N/A,Nein,"Adam Lorentzen, Sarah Badahman, T.J. Tavares, Chris Coy",50.000 USD,N/A,Seed,N/A,N/A,N/A
931,Symvaro,Klagenfurt,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITBau und Gebäudetechnik,N/A,Nein,"Philip Kozeny, Rudolf Ball",N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
932,Symptify,Miami,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesSoftware,N/A,Nein,"Mazyar Rouhani, Jalil Thurber, Brandt Delhamer, Pierre Schiro, Nicola Marzola, Franc Nemanic",250.000 USD,N/A,Seed,N/A,N/A,N/A
933,Sympoz Inc,Denver,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungSoftware,N/A,Nein,,35.000.006 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
934,Symplur,Los Angeles,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesDaten & Analytik,N/A,Nein,"Audun Utengen, Howard Luks",750.000 USD,N/A,Seed,N/A,N/A,N/A
